bisentiment,cleaned_review,words,sentences
0,"    minor spoiler    bad movie connoisseur view hundred bad movie "" hobgoblin "" stand apart unique way . classic baddie "" creep terror  "" "" mighty gorga "" "" mano "" uniformly bad start finish . "" hobgoblin "" hand  start bad get progressively bad go . view infamous rake fight scene think truly bad film . blissfully unaware see good movie offer . movie take massive nosedive celluloid hell painfully inept "" club scum "" sequence continuous string unfunny joke . film  director rick sloane prove deserve mention alongside like coleman francis bill rebane bad director time . bad bad movie ? watch "" hobgoblin "" wonder long .",114,10
0,"help know take long book movie ready ' "" house door "" adapt film television . book copyright 1978 . reason problem design ' house ' . house lifetime film ugly imagine buying . fact ugly probably come destroy soon built.i'm crazy horror genre book  hard come year ago . main character kind people look occult life  book strength . people conclude architect type demon .  or devil personify  witness analyze event describe book .  downbeat book  think appeal people run lifetime . maybe come version book year come . well house . well music . well screenplay dark lighting . certainly help .",110,12
1,love photography . stunning breathtaking  leave ore . see twice cinema dvd . hold dvd big screen else.took daughter love  old cry end.but want tonight see video shop . simple tell child love nature particular fox tell . way remind bear tell story documentary formate . work child . preach important  mind up.but star film cinematographer  . amazing amazing .,64,9
0,""" caligula "" share attribute 1970 "" fellini satyricon "" bizarre sight  freakishness  depiction sexual excess set "" glory "" ancient rome . fellini ai . entertaining . far screen time devoted bug eyed  rubber face mcdowell titular role . performance far fey campy convincing . portrayal jay robinson "" robe ""  1953  david cain haughton "" emperor caligula ""  1983  far persuasive believable  nuance . relief judiciously provide develop surround character fully .  little cypher . example role macro  play guido mannari tremendous screen presence important role  leave background . positive feature credit adroit use prokofiev stravinsky theme music score inclusion distasteful accurate action despot . factor far need relieve prevail tedium  .",126,10
1,"pierre jolivet play don quixote character  unable speak  live world incompatible modern life . trust homemade weaponry helmet  sleeve  spear hubcap  seat cushion  discard office furniture . don quixote ride rocicante  "" man "" ride contraption  literally  transcending lose life catch harsh demeaning modern world soar earth  away plight modern man . character ride search adventure effort right wrong world . character guardian knights value unfamiliar character story.unlike cervante tale  movie identify directly anachronistic ideal main character . compare alien forbid landscape lush beautiful world live . frame reference fantasy realm lone knight remember . vision expect main character triumph  vanquish  change world  well  world plenty long exists.we look movie true knight world human animal . don quixote consider true knight animals.with cervante tale dreamer  understand scope anachronistic displacement . besson jolivet tale new world eye don quixote  value vision ideal crusade main character .",162,10
1,see movie week ago think . move movie . find character believable likable fault . real life people disappoint  case leo  like character disappoint willing unprotected sex fully aware hiv status . disappoint leo reject medicine available  awful way treat marcel decide ship home train . think movie show real way hiv number young gay man . way mean bash gay  gay  movie young straight person make bad choice unaware consequence . movie understand  gay friendly  family unwilling include marcel leo illness point allow funeral.i think big message movie gay straight unprotected sex !,101,8
0,finish watch go overboard . send copy film iraq watch . try blind woman watch turn like 20 min . adam sandler find well project ? write  s want  responsible force watch movie forever hell ! ! believe read budget film  10000 way . wallmart good deal ? store big huge bin crap sit sale floor . good thing movie use dvd coaster  trade friend  friend anymore ! !,74,9
1,princess story disney  cinderella probably endure appeal .  reason  generation generation thrust list . little girl  want cinderella glass slipper absolute favorite costume.honestly  think story realize longing human heart cinderella . wanted run away drudgery daily life find see ? story old english language ring true.as character   disney wonderful villain . lady tremaine evil t  wonderfully calculate  overtly physical way . cut tongue eye work her need staff lighten strike fear heart . animal friend tend grate  especially idiotic gus . cheer meet fate lucifer jaw . cinderella pushover make justly catty remark time .  lack drive entirely sympathetic . sure  nice feed animal  keep place ? know . maid house  getting pay shot respect . reason thing work end cindy sort fall place lap . work dream sing fondly of.which bring music  lovely  . ilene wood lovely  rich voice  probably favorite disney heroine . big standard originate here dream wish heart make  love  bibbidi bobbidi boo .  br cinderella wonderful heartfelt story ton musical highlight . lack character development  provide classic villain excellent voice work . feel sick heart  pop in warm hum mmm mmm good!quote film surprise ! surprise ! duh duh duh happy birthday !,220,23
1,"mind good eale comedy favourite film time . theme worker v. management  lot talk union right  date film bit long subject discuss stop "" white suit "" stop classic.the plot  man trying create revolutionary new fabric end put textile industry turmoil  sound exciting write film retain essential spark fantasy mix reality mark true eale comedy . fabric repel dirt wear ! titular white suit alec guinness wear second half centrepiece iconic image sequence  guinness able use indestructible thread scale sheer wall ! script dry wit "" right ? "" "" yes . "" "" pity . "" characterisation rate . astonish wonderful direction film . comedy later era adopt "" point camera actor let roll "" mentality eale film attempt interesting lighting angle innovation . film exception.of course  cast lift material dizzying height . alec guinness give fantastically understate performance  eye convey wonder  joy crush defeat story demand . stratton man oblivious work . insular character quickly boring irritate guinness effortlessly make likable  closing stage film generate real sense urgency stratton try come world want bury work . joan greenwood play strong female role absolute delight watch usual  befuddle cecil parker slimy michael gough  everybody get laugh try . comical british understatement finest.""the man white suit "" 81 minute sheer brilliance  great plot  great cast  sparkle wit healthy dollop cynicism . absolutely notch .",240,19
1,"movie probably funniest see  certainly redeem value . fact  collection vignette tie loose plot .  "" "" attitude actually work film advantage . "" tommy boy "" succeed comedy reason snl skit farley spade star succeed  time extemporaneous silliness mayhem make humorous despite immaturity .",49,4
1,"frank sinatra excellent thing world entertainment hard single good . good thing   performance frankie machine  heroin addicted musician poker dealer save  barely  love good woman  play exceptionally babelicious kim novak  . "" cold turkey "" scene sinatra novak terrify heartbreake . movie nearly perfect  fact  saul bass title graphic ground break jazz score elmer bernstein . sort thing think regard 1950  .",71,5
1,watch series avidly  wonder lengthy break .  tune episode series 2 hooked . excellent telly  ground break stuff like mission  impossible 1960 . character round  expand series go  change adapt readily new surrounding  cleverly remain strictly character  possible sympathy thought feel sorry  crush happen . hope year ' lose ' look forward actually mind answer mystery !,66,5
0,"gordon scott good tarzan movie  them.as watch  wince bad  obviously interior set hollow wooden "" clonke "" sound walk supposedly dirt trail  cringe bad dialog bad acting support cast  keep think  "" sheesh ! tv level ! "" find   tv pilot episode weave seam fully one.it nice scott outside    away lame set  scene  fight pretty nice move . oh  ow  ouch dialog . mention act ? heck  cheetah  "" cheta  "" version  well actor humans.and say much.it kind stitch young sherman  i.e. scatman  carother act native . probably worth overall time investment .",111,7
0,man man try hard good movie  heart right place  aspire epic message doubt everybody appreciate . lie problem picture . strive hard good message viewer feel unchallenged . adequate image picture simplistic man man let viewer decide think right hammer message head . joseph fienne exemplify role  good look concerned  genuinely move emotion express single facial expression repertoire offer . add movie overlong lose speed end easily lead conclusion man man worth watch . point defend  entertaining  humorous scene steal kristin scott thomas . course compare humanistic masterpiece like elephant man  david lynch  leave theatre satisfied . try grab heart  brain think obvious  succeed time .,116,9
1,doubt stunning amazing documentary see ! image show absolutely breathtake stunning .  wonderful learning experience . educational documentary  grab hold let end . hooked entrance watching forget home watch tv ! series available buy dvd highly recommend pick ! evil death world  documentary series give proof life beautiful worth save preserve .,55,7
0,truly muddle incomprehensible mess . thing film look like 1987  futuristic thing throw  like policeman ray gun . car ! director love color light . notable performance girl play valerie  cast listing  know actress . worth miss . grade  f,45,7
0,"see unrealistic movie foul piece dung . act . direction tacky amateurish . script joke . story look pen person high school football game  professional game .  oliver stone feel need place movie actor ? terrible  play unrealistic announcer . hire professional wrestling contest . jamie foxx  throw like girl .  tad athletic aged dennis quaid . seriously  stone want direct film 16 year old male add . hear loud music  quick cut numerous edit . bad mtv video . shame al pacino crap . cameron diaz ? heck  talent take role come pike . lawrence taylor good "" actor "" get go   movie suck ! .",116,17
1,"death george nader  4 february 2002  think interesting program  short run  tremendous idea good story line . generally unseen 40  year worth view . open credit show differ image  snippit colonel john paul stapp  ride famed rocket sle  point refer "" fast man alive "" .",54,3
1,' kiss ' real feel good film . see  rent . go buy release love . draw barrymore excellent  play . feel relate film school day bad . think plot write  comedy romance type film love . love end know go happen  leave sit edge seat waiting anticipating ! !,54,7
0,see movie theater chicago enjoy  love nemesis half hour skillfully  rest sub predator video fodder  long chase post modern factory pyun affectionnate . girlfriend fall asleep . like pyun ,32,3
1,love mini series . tara fitzgerald incredible job portray helen graham  beautiful young woman hide  young son  mysterious past . anglophile love romance . movie cup tea recommend look escape hour england 1800 . mention toby stephens portray magnetic gilbert markham reason watch wonderful production .,49,4
1,naturally   prime expect lot hollywood fantasy revisionism die boot legend custer . having like errol flynn play custer clue legend precedence truth production . expectation fulfil  admittedly rouse entertaining way.yet obviously biased  criticize  retell custer story  strike point movie  subtly solidly  counter typical clichs manifest destiny unvarnished heroism usually find western early 20th century.for instance  film attempt whitewash hero  certain scene suggest flawed foolish character real life custer   br 1  initial entrance west point gate  arrogance pompousnes clear aspect character.2  miserable record west point  attribute custer cluelessness demand military service factor  moment way flynn play custer west point downright stupid.3  custer promotion general present ridiculous mistake  play slapstick comedy . half expect marx brother abbott costello wander scene.4  custer stand jeb stuart gettysburg whitewash brilliant military tactical leadership  present reckless wildly lucky.5  custer drinking problem certainly ignored.and music way indians show film certainly reinforcement racist stereotype ignorant savage  come surprise movie actually go detail indians justify attack white move land  fairly explicitly lay blame battle black hill squarely foot white man . fact  argue clear villain piece anthony quinn sit bull  arthur kennedy  co. white devil make false claim gold black hill . sure  story true  expect portray unequivically movie like this.and thing  usually film indians portray en masse drunken animal seemingly incapable basic common sense avoid get fall drunk time near alcohol . movie  actually troop 7th cavalry  indians  scene portray way.all  movie slip surprising moment midst hollywood bunk .,273,7
0,boring movie sit . dreary drab  excitement  act hulce terrible hulce pull proper accent require film . story stupid sure recommend crap want die boredom .,28,3
1,"john ford good film ' informer ' feature grand scenery american west . instead intense drama ford know play rugged terrain british character actor victor mclaglen face . prizefighter  face joe louis ring  deliver academy award win portrayal disgrace ira soldier gypo nolan bad night life.the plot gracefully simple  1922 dublin  starve humiliate man throw ira unable kill informant cold blood  informant .  20 betray friend "" tan "" rest night drink give away blood money rapidly alternate spasm guilt  denial  self pity  desperate desire escape consequence action .  br it remarkable complexity give character seemingly simple gypo film impressive achievement . movie burly lout gypo type cast heavy  good line dispose quickly hero villain showdown . ' informer ' gypo hero villain  showdown inner turmoil  bit explicitly share audience.because liam o'flaherty novel previously film 1929  rko give ford modest budget . director associate  particularly cinematographer joseph h. august  turn advantage create claustrophobic masterpiece man war . addition mclaglen oscar ' informer ' win john ford win good screenplay good score .",188,9
1,release december 1957  sayonara go earn 8 oscar nomination pull 4 win . red button win oscar well support actor role airman joe kelly fall love japanese woman station kobe korean war . oscar nominate good lead actor  marlon brando play major lloyd gruver  korean war fly ace reassign japan  staunchly support military opposition marriage american troop japanese woman try success talk friend joe kelly getting marry . ironically marlon brando character soon find love woman japanese descent . movie highlight prejudice cultural difference time . film beautiful color stunning background find movie worth watch effect . good movie  gimme . gimmeclassic,107,9
1,handsome film . color photography beautiful show lavishness metropolitan opera house brilliant color . indoor scene mansion  etc equally brilliant . music  say lanza voice ' peak sing world ' well know beloved aria . marvelous dorothy kirsten joy soprano voice blend lanza delightful harmony . course  hollywood take customary liberty life story caruso . precious little story line relate actual event . example  fact relate death totally fabricate bear relationship truth . good web site tell true story caruso contain picture . web site locate good search engine . book available concern life history .  fictional story line mar beautiful film . voice lanza  kirsten  chorus member real star movie . enjoy  know sure .,124,14
1,critique ' jacqueline hyde ' playful undeniably erotic romp intend play deck . title  obvious low budget horror comedy mean take seriously . tongue cheek nympho french kiss  titillating . female cast member great fun watch . check  rolfe kanefsky clown prince soft core horror . unlike soft core horror flick  entertain way charismatic exceptionally attractive actress . movie attempt follow storyline robert louis stevenson classic  instead seek way possible create risqu sight gag erotic situation . blythe metz  brunette femme fatale portray sexy  homicidal jacqueline  real knockout . watch enjoy !,100,9
0,list colombo opinion resemble colombo . list movie star peter falk play caracter colombo justice great lieutenant colombo .,19,2
0,unfortunately 0 rating choose . movie lack star power original movie abundance . carol burnett  albert finney  tim curry  bernadette peters  edward hermann  innocence newcomer aileen quinn  expert direct season pro john huston  father actress angelica hustonis film charming . 1999 remake kathy bate  victor garber  alan cumme  kristin chenoweth offer sorry excuse sequel . movie ashley johnson know role little chrissie seaver prime time grow pain . bit part movie know think talent carry movie . add joan collins lady edwina hogbottom  ridiculous ! good actor play major role like daddy warbuck  miss hannigan  annie sign joan collin play british lady ? surprise movie bad . critic right agree movie  tv  poor sequel lovable movie .,132,10
0,"hoo hooe american indians scalp number son  frontiersman bruce bennett  daniel boone    like want   want friend native . sad eyed indian chief lon chaney jr .  blackfish  lose number son  get difficult clear misunderstanding . apparently  republic picture ' attempt "" daniel boone  trail blazer "" disney studio successfully "" davy crockett  king wild frontier ""  1955.the "" dan'l boone "" song  whistle sung group child wagon  follow fess parker "" davy crockett "" hit parade . singer faron young  faron callaway  perform title song  wisely   sing "" long green valley ""  make good impression blond boyfriend boone daughter .  spanish actor freddy fernandez film valuable player . cute scene  mr . fernandez remind mr . young character  "" susannah ""  suppose love with.br       daniel boone  trail blazer  10556  ismael rodrguez  bruce bennett  lon chaney jr .  faron young  freddy fernandez",171,9
0,"guy  unlikely shy walker  look daughter cornfield hour half . entire plot . board bad acting  course . walker wander corn maze  maize ? ! hahaha . funny  yell "" girl ? ? ! ? "" 1000 time . reason run pumpkin  chipmunk sound voice laugh  pumpkin laugh  yeah ok .  . daughter scream movie . reason scream  maybe stick awful movie ?  . twin girl straight ' shine ' . corn maze look walker search get old quickly . filmmaker realize go movie  music repetitive  try thing interesting spin camera fast  film upside  insert small picture shoot different angle  red light corn look scary  rotate camera 360 degree  assume intentionally likely example incompetent film making  .  walker wandering maze  face . guess kid hold camera look high . movie give new appreciation original ' dark harvest '  movie fact feature cornfield  . fool r rating . walker say f word time "" r rate horror movie ""  ugh . scarecrow cover movie . wish cheesy scarecrow movie come  know thing bad ! instead guy yellow boot chase hero  unfortunately dress similar mr . walker realize follow  . figure identity guy yellow boot long walker  movie time put 2 2  natch  . end movie drag . case slow  slow motion ! sound hear  laughter  poor sound dubbing . case tell  bad movie see . end promise sequel !",262,28
1,"doubt exciting satisfy film see year ! plot see print banal ship crash desert planet sun  survivor adjust landscape  darkness fall monster appear . pilot fry  moment cowardice descent atmosphere jettison passenger  take charge group enlist help convict murderer riddick lead darkness escape ship surgically enhance eye dark . simple character complex  dimensional  conflict trait know good bad.the performance uniformly superb radha mitchell show fry steeling leadership  overcome fear  try prevent bloodshed  cole hauser  man take riddick custody  show agenda idiosyncratic standard . film belong vin diesel riddick magnetic screen presence see year . film face shadow  actually great deal  draw attention . draw attention speak move . diesel trivialise character  easily  give "" heart gold "" riddick mean vicious man approach ship let glimpse tentative step care self care others.technically film good . light effect excellent end spectrum overbright triple sunlight pitch darkness . special effect show riddick monster ' point view add suspense  sound effect monster fly ultrasound "" ""  monster anatomically plausible suitably frightening  . edit tight jarring times literally padding film  fade  time orient yourself.from open shot end credit wit . scene  line dialogue  single camera shoot important . time understand all.my caveat science solar system show model impossible  planet revolve sun  vice versa  .  affect human story  take point .",242,14
0,"film star   "" slapchop "" vince offer  write  edited directed  joey buttafuoco exactly name scream "" quality "" . uplift skit "" supermodel take dump ""  exactly sound like   guy robs sperm bank  "" rhymer ""   necrophilia rot corpse  black market fetus  feature guy scoop suppose jar   lots lot gay joke  skit giant phallus superhero force abortion . skit painfully unfunny  "" batman rhymer ""   act good consider amateurish film crude sake crude . stupid . truly believe group 8 year old easily funny film budget.apparently film result lawsuit "" slap shot "" vince scientologist . frankly  know root case ! ! ! apparently  allege scientologist destroy reputation sink film . matter film repellent junk start finish 99  unfunny  comparison  ebola funnier  . nice thing movie.by way  bobby lee  "" mad tv ""  wear diaper participate dumb fake porno film . amazing career overcome .",168,9
0,"get to hand steven seagal  fault  good taste woman . pick seagal movie  chance beautiful woman . usually  function mere eye candy  involve action fight  shoot gun  kill knife  etc . "" flight fury "" offer duo ciera payton  sexy face  luscious lip match angelina jolie  katie jones  find time involve catfight little lesbian fondle ! like spend little time talk  rest movie  passable  unexcite hard find talk . ironically  weak aspect probably seagal  look bothered try pretend care . military type actioner  little fighting  fit role  stealth fighter pilot  "" good world ""  course   explain offensive sleepwalking .   12 ",124,8
1,"fan amanda  funny .  simple . like byne  like film . harmless fun funny part . vi wacky sebastian accent mannerism entirely unrealistic laugh hard point choke popcorn .  br and get teen read shakespeare  maybe  good thing .  br on shallow note  tatum channing  ahem  freak hot . good job film tough scene .  br some character broad  broad "" twelfth night "" cool .",78,9
0,"rent dvd yesterday realize "" character study "" type movie  struggle watch hour hit stop button.even character study theme  film . mood want watch  maybe expectation  set aside  try good finish watch  give . actor play role  global combination come interest . interesting thing sergeant gun steal hurried buy  spray paint black appear police issue . think movie entitle  "" steal sergeant gun ? "" scene put feel rob cohesive viewing.since finish watch merit renting film . maybe .  waste good view effort time . leave try  strongly recommend .",101,9
1,"upset abc give chance real winner . good  write storyline great  actual original idea instead bore reality . cast spectacular ! character actor right  talented set actor . concept idea new cool idea tv  share idea "" connection "" . love character steven  laura  whitney damien . honest person connect like  episode  sheri appleby example  . act character easy like talented ! ! . wish abc give chance  interrupt midway  advertise . truly unfair ! ! ! ! . show great promise . let abc know feel send email alive . join  know . work jerico .  way episode 13 ? want !  . support send email abc  ! ! ! worth ! ! ! petition online save degree  httpwww.petitiononline.comgh1215petition.html ! ! sign petition asap ! ! !",144,24
1,girlfight story troubled teen name diana guzman  michelle rodriguez  . diana burden mother suicide sexist father live sexist community . short temper plenty thing spark fire  s kick school fighting . brother  tiny  ray santiago   train hector  jaime tirelli  box . diana tell dad  sandro  paul calderon   deliver week payment tiny training . diana walk gym  realize s want . want box . diana ask dad money train refuse s girl ' girly ' thing . diana want treat like guy . look woman . steal money father begin training.great movie . genius  pure ' eff ' genius . recommend anybody need good clean movie ' monkey business ' .,123,13
0,"buy  rent  ppv burn copy loan  waste money . darkness  nameless  devil backbone  pretty lame film . bunch girl convent day grow pursue kill nun come kitchen sink  toilet  manage negotiate revolving door hotel . make nun mean nasty  wet ?  dunno  boring point halfway stop  away  watch . interested finding  . oh sure  lovely young lady look hey  lesbian ? guess  picture bedside table young lady bedroom self respect horror movie complete day lesbian couple ? yeah . 2 10  want worthwhile nun horror movie try "" desecration ""  "" dead water ""  "" convent ""  adrienne barbeau  way  john malkovich  .",127,10
1,"provocative film excellent cinematography back mc clarens lisp stunning quote "" believe love site?"".a trace expressionism evident picture  catapult film flawless integrity . gabby  aka joey  play eva longoria clearly love movie role play bother give mention filmography . lol.the good movie doubt  heroic rescue mc clure save young ' handicapped ' kid speech impediment . add act perfection ! james cahiil use sound effect unmatched day . drug bust perform early film pain stakingly realistic . watch movie time compel intense lack respect gang inthuse brother southside gang ctm  cut throat mafia  . far encapsulate crevice cahill commit filming.personally film hold sentimental value download near future . s find  lol !",119,9
1,"having watch week  feel  think show potential . whilst borrow show  sci fi day   character stereotype  like story . continuity plot development character interaction  relationship building  despite essentially modular nature episode . science relate topic explore character secret  weakness revelation . add comedy  gladly "" "" sci fi .  make good balance  appeal large group people  unlike star trek vs babylon 5 debate numerous participant witness . visual aspect adequate  budget season . act acceptable  curious actor manage grow character scripted stereotype . positive potential remain interested seeing want .",104,9
1,""" head "" film hold original release date 1968 . movie complete contradiction monkee image . present monkees way fan perceive  man real thought . totally control producer  monkee give opportunity tell story . film poke fun image  entertainment industry  corporate america . soundtrack contain good music . movie worth see .",56,7
0,"chinese gang attack wipe gang begin film . unfortunately  patriarch win family kill process . oddly  discernible reason  gang solicit volunteer blame massacre leave police decide stop investigate . man responsible 50 death  send guy away silly  plot . later  man come home  betrayal scheme occur lead hour minute non stop killing.if look chinese martial art film plot  probably skip movie  practically non stop action practically plot character development compare martial art film . estimate 80 90  film fight scene endless reasonably fight scene knife .  fight scene ! want film body count run hundred people slash  kick  slash  film . problem end film literally people leave kill film lose interest ! ! deep ai  want excitement action  film !  br by way  movie set contemporary time think shoot hero near end .  finally logical thing  late effort  lame ! logical error like lady suicide  ? ? ?  "" turn brain "" type film .",178,14
1,"bit distrust watch british period film usually find insipid boring screenplay  one  example  vanity fair boleyn girl   magnificent production design  european landscapes thick british accent movie suggest artistic value have.fortunately  excellent film young victoria fall situation  deserve enthusiastic recommendation fascinating story  excellent performance emily blunt  paul bettany jim broadbent  costume location unexpectedly movie pretty rich view.and "" unexpectedly "" usually pay attention details.""victorian era ""  humble opinion  key point contemporary civilization  social aspect  scientific  artistic cultural ones.but honestly know origin era  maybe enjoy simplification political economic event prepare land modern era much.i like way queen victoria portray  young intelligent monarch decision good  inspire good intentions.i find depiction romance victoria prince albert interesting equally interested combination intellect emotion evokes.the fail find movie screenwrit julian fellowes clichs romantic cinema love story  feel bit place screenplay.i like young victoria  take nice surprise it.i hope period film follow example movie  costumes landscape work support interesting story  replacement .",178,2
0,"probably lot flack hate movie guess approach proper dewy eyed nostalgia generation . suffice say st elmo fire pretty crap freaking tastic  far brat pack film go.here lovely example smug  self indulgent neurosis 80  rent  ?  plot virtually non existent philosophy kitchy good  poorly deliver rest time . complete lack resemble sympathetic character help situation . growth  forward movement . climactic suicide scene effectually neuter refuse let death resemble reality adult life enter .  br each cookie cutter figure simply go make hate blandest  predictable way possible . stalker creep discernible reason stalker andie macdowell gorgeous . jackass power constantly remind   jackass . gorgeous slut hide soulful  deep pain wild lifestyle . poet mood mope 34 film reveal  !  actually teddy bears sunshine rainbow . virgin finally  happy human get virgin desire hot roll sack jackass ditch change  real time  . cheat bastard cheat time catch . finally feminist douse holy water soul utter "" commitment"".which bring final beef bond super cement hold people friend ? imagine them think vortex create narcissism center bar . terrible other head toilet  near rape  sleep everrrryone . cherry bffs act like total baboon screw feminist  like  "" umm  actually want anymore . let friend ! hang totally unawkward way day know hook give point  satisfy commitment  word !  . "" smile  "" golly gee  think ! great idea!""only . kinda way watch movie .",257,24
1,interesting move documentary world trade center tragedy 11th september 2001.the main theme heroism american fire fighter try rescue people could.the film deeply emotional disturb people see screen lose lives!recommended .,30,1
1,movie light air  lta  aspect aviation  damn good . fun film watch.most movie take place navy blimp operation nas lakehurst  nas tustin playing role  . wallace beery play likable munchausen like senior chief ned trumpet  enlist pilot  tall tale get frequent belief . half fun near end movie event start prove outlandish tale actually true.set wwii  main plot center bachelor trumpet woo local widow end have father son relationship widow crippled son  jess . tell walk crutche doctor  chief trumpet pull string navy flight surgeon help restore lad crippled leg . jess goes join navy flight officer  fly blimp lakehurst face new set challenges.a movie  albeit corny hollywood dialogue slip past technical adviser  beery apparent inability march step . movie get good grade technical accuracy  give rare look navy lta operation . cash register scene  exchange trumpet jess future love interest cathy  absolute hoot .,161,8
0,film time extremely long sequence dialogue  bad flashback  entirely male cast . woman appear total 10 line exist romantic interest men.o'toole riveting speak  unfortunately  spend time peer shrubbery . alastair sim joy   terribly underused.the film additional positive aspect  depict aspect british fascism fascist sympathy  casual appearance mosley graffiti  people today unaware . today film wwii paint ally good axis evil  history tell people far complicated that!this good movie recover flu bundled couch able absorb complex . need pass time electrolyte stabilize  movie .,93,5
0,want action comedy satirical twist  film tout  fail miserably .  plot bit confusing follow rapidly lose interest . feel sorry john cusack  joan cusack  ben kingsley  marisa tomei hillary duff get involve movie . remain fan time heal feeling . thing positively film hillary play yonica character recognize hillary  take scene realize . luckily rent  1 red box  pay big screen  fume ! !,74,6
1,ireland think film odd minute accent little bad brad pitt american accent . furthermore  rarely see british actor handle american canadian accent colin farrel minority report . film little film entertain . blockbuster hollywood production frankly sick shite . laugh times good time . definitely worth rental . main character spoof hard british gangster . way see . expect  100 million dollar production disappoint . enjoy is small entertaining film .,73,10
1,"set near poor work class town mountain rural italy  story madness . landscape picturesque  madness  conceal mask person outwardly normal . person kill little children.in style tone film resemble dario argento famous italian giallo  fascinating whodunit horror film  argento film well look .  visual fulci "" torture duckle "" competent  interesting composition light . lightning thunder rainy night enhance suspense sequence "" duckling "" vulnerably alone.in sequence gore bit overdone . slasher film . legitimate theme undergird story . theme madness unexpected form  obvious delusion people practice voodoo black magic.plenty red herring render puzzle solution difficult viewer assume agenda director . dismiss suspect . twist near end provide good misdirection .  scene midway  line dialogue add clarify relationship character  murderer . film finale take place beautiful mountaintop wind whistle background . flashback clue insight killer mindset.i care film widescreen projection . background music effective  range jarringly creepy begin low key jazz  indigenous italian song . act generally average  couple case  bit overdone.though visually brilliant argento giallos  "" torture duckle "" fine film  contain thematic storyline whodunit puzzle interest viewer like thriller murder mystery .",201,15
0,"terribly movie  especially consider directly tv distribution   difficult point aspect "" bloodsucker "" actually original refreshing . vampire space exactly new formula  movie deal monster particular setting  realize incredibly stupid premise possibly result halfway decent horror movie . "" bloodsucker "" go step shamelessly imitate imaginable motion picture revolve vampire intergalactic warfare . plot character mainly steal directly john carpenter "" ghost mar "" james cameron "" alien ""  crew futuristic vampire hunter crusade space regularly hold eliminate mutate specie peculiarly name notorious horror icon  like voorhee leatherface . good guy bunch pathetic stereotype  constantly deal clichd issue endlessly argue dreadfully unimportant matter . captain damian unpopular rookie  prove leadership capability responsible death previous  far loved  captain churchill . annoying character include typical cowboy style trigger happy macho pilot  tough female warrior ball male board  asian descent  like girl "" alien "" latino  army valuable secret weapon  blade girl ! quintana beautiful deadly vampire choose human . spot enemy light year away wickedly sexy thing wet dream . eventually learn work team force face ultimate vampire meanie  michael ironside  downgrade role  . "" bloodsucker "" irredeemably stupid film  manage entertain long feature gory killing  infantile dialog ott effect . get intolerably bore frustrated soldier blame captain umpteenth time bla bla bla . film non stop series lame clichs uncreative idea  watchable .",243,13
1,"movie embodie soul modern "" elite "" foodculture  movie 17 year old . stand principle movie  food nourishing matter . powerful symbol medium culture . main character literally drunk fine wine food  inspire idealistic thought culture  let puritanism passion deny table manner . karen blixens shortstory make use difference north europe south europe  point inherently different approach food . strict dull scandinavians infuse "" ero "" south  party get go . wait ? watch . !",82,8
0,woody allen completely devoid inspiration recycling . mock documentary  like zelig   structure film series anecdote  radio day  broadway danny rise  set 30  zelig  purple rise  bullet broadway  low life  deconstruct harry  believe genius absolve jerk  ditto  . give film deconstruct harry  wonder allen justification action mia farrow adopt daughter  yes  jerk  genius get to love me.br   allen produce good movie past year  fine overpraise bullet broadway  excellent largely ignore manhattan murder mystery . effort range trifle  new york story  mighty aphrodite   edgy experimental  husband wife   pure drek  alice  scene mall  shadows fog  celebrity  deconstruct harry  . film long try narrative arc  humor aim wryly amusing  funny . deconstruct harry stop see film theater  sweet lowdown stop rent .,152,7
1,""" odysessy time "" computer animation  supposedly th work 300 artist . late ' 80 release 1990  cut edge stuff day . think good interesting spots.most short scene sense  form evolve form  fun watch . visual  kind story . strange sequence odd look men creature dance bird overhear . computer animate new . term "" computer animate "" known.it simply chance new technology short bit cartoon like happening beautiful color imaginative scene . word  picture electronic music . stoner love this.it nice  intrigue 40 minute "" eye candy "" "" head candy . "" today cg effect lose impact  think entertained .",110,10
1,"browse internet previous sale price  run comment . ? movie pornographic . acquire short film parent 30 year ago totally delighted . show friend  love . feel privileged original 1932 8 mm black white silent film shirley popular know . read comment  agree film "" racy "" . big deal ! wish long . person own original  sale  wonder worth ?",66,9
